Country,day,hour,attempt
"Kenya,poniedzialek,16:26,1"
"Kenya,poniedzialek,20:06,1"
"Kenya,niedziela,15:29,1"
"Kenya,niedziela,01:48,1"
"Kenya,poniedzialek,12:06,1"
"Kenya,poniedzialek,09:56,1"
"Kenya,sroda,21:21,1"
"Kenya,niedziela,07:18,1"
"Kenya,sobota,11:54,2"
"Kenya,niedziela,08:41,1"
"Kenya,piatek,20:49,1"
"Kenya,sobota,08:06,1"
"Kenya,sobota,09:22,2"
"Kenya,niedziela,23:15,1"
"Kenya,sobota,10:17,1"
"Kenya,sobota,15:24,1"
"Kenya,sobota,11:44,2"
"Kenya,poniedzialek,07:35,1"
"Kenya,sobota,11:35,1"
"Kenya,sobota,16:07,1"
"Kenya,sobota,10:21,1"
"Kenya,czwartek,21:05,1"
"Kenya,sobota,08:29,1"
"Kenya,niedziela,16:58,1"
"Kenya,poniedzialek,09:35,2"
"Kenya,niedziela,09:27,1"
"Kenya,wtorek,09:48,1"
"Kenya,wtorek,10:13,1"
"Kenya,niedziela,07:27,1"
"Kenya,niedziela,08:17,1"
"Kenya,niedziela,08:58,1"
"Kenya,niedziela,11:14,1"
"Kenya,niedziela,08:14,1"
"Kenya,niedziela,01:45,1"
"Kenya,niedziela,21:34,1"
"Kenya,niedziela,09:08,1"
"Kenya,niedziela,06:07,2"
"Kenya,sroda,15:39,1"
"Kenya,niedziela,08:12,1"
"Kenya,niedziela,07:15,1"
"Kenya,poniedzialek,00:57,1"
"Kenya,poniedzialek,16:40,1"
"Kenya,poniedzialek,23:29,1"
"Kenya,niedziela,22:12,2"
"Kenya,niedziela,06:52,1"
"Kenya,poniedzialek,04:23,1"
"Kenya,poniedzialek,19:29,1"
"Kenya,wtorek,11:27,1"
"Kenya,wtorek,11:05,1"
"Kenya,poniedzialek,11:01,1"
"Kenya,poniedzialek,16:39,1"
"Kenya,czwartek,14:37,1"
"Kenya,poniedzialek,10:54,1"
"Kenya,sobota,14:03,1"
"Kenya,wtorek,11:07,1"
"Kenya,wtorek,14:45,1"
"Kenya,czwartek,15:38,1"
"Kenya,czwartek,10:31,1"
"Kenya,piatek,11:45,1"
"Kenya,niedziela,10:37,1"
"Kenya,niedziela,17:19,1"
"Kenya,niedziela,10:18,1"
"Kenya,niedziela,11:21,1"
"Kenya,niedziela,10:13,1"
"Kenya,niedziela,09:17,1"
"Kenya,niedziela,09:54,1"
"Kenya,niedziela,10:22,1"
"Kenya,niedziela,10:12,1"
"Kenya,niedziela,10:09,1"
"Kenya,niedziela,08:56,1"
"Kenya,niedziela,10:53,2"
"Kenya,niedziela,10:09,1"
"Kenya,niedziela,01:59,1"
"Kenya,niedziela,11:17,1"
"Kenya,niedziela,10:23,1"
"Kenya,poniedzialek,21:23,2"
"Kenya,niedziela,12:14,1"
"Kenya,wtorek,11:07,1"
"Kenya,niedziela,12:35,1"
"Kenya,poniedzialek,08:17,1"
"Kenya,niedziela,10:44,1"
"Kenya,niedziela,15:14,1"
"Kenya,poniedzialek,08:26,1"
"Kenya,wtorek,08:07,1"
"Kenya,niedziela,07:57,2"
"Kenya,poniedzialek,13:26,1"
"Kenya,niedziela,13:41,1"
"Kenya,niedziela,09:30,1"
"Kenya,poniedzialek,08:31,1"
"Kenya,poniedzialek,12:23,3"
"Kenya,niedziela,08:27,2"
"Kenya,niedziela,08:35,1"
"Kenya,poniedzialek,08:40,1"
"Kenya,poniedzialek,14:54,2"
"Kenya,niedziela,07:33,1"
"Kenya,niedziela,18:01,1"
"Kenya,niedziela,12:32,1"
"Kenya,niedziela,12:56,1"
"Kenya,niedziela,20:04,1"
"Kenya,niedziela,14:23,1"
"Kenya,poniedzialek,10:06,1"
"Kenya,wtorek,08:42,1"
"Kenya,niedziela,21:20,1"
"Kenya,niedziela,21:09,1"
"Kenya,poniedzialek,14:56,2"
"Kenya,niedziela,09:24,1"
"Kenya,niedziela,07:06,1"
"Kenya,niedziela,18:09,1"
"Kenya,poniedzialek,03:20,1"
"Kenya,wtorek,11:38,3"
"Kenya,niedziela,11:04,2"
"Kenya,sobota,05:59,1"
"Kenya,wtorek,06:19,1"
"Kenya,sroda,06:09,1"
"Kenya,wtorek,06:14,2"
"Kenya,niedziela,07:48,1"
"Kenya,sroda,06:09,1"
"Kenya,sroda,06:15,1"
"Kenya,piatek,06:04,1"
"Kenya,sroda,05:57,1"
"Kenya,niedziela,09:15,1"
"Kenya,wtorek,08:39,1"
"Kenya,sroda,10:10,1"
"Kenya,wtorek,06:20,1"
"Kenya,wtorek,06:26,1"
"Kenya,sroda,06:42,1"
"Kenya,poniedzialek,20:49,1"
"Kenya,niedziela,07:00,1"
"Kenya,niedziela,09:10,2"
"Kenya,wtorek,01:36,1"
"Kenya,niedziela,06:08,1"
"Kenya,niedziela,08:03,1"
"Kenya,niedziela,08:04,1"
"Kenya,niedziela,06:08,1"
"Kenya,niedziela,08:23,2"
"Kenya,czwartek,11:47,1"
"Kenya,niedziela,08:16,1"
"Kenya,niedziela,08:12,1"
"Kenya,niedziela,02:18,2"
"Kenya,niedziela,10:31,1"
"Kenya,niedziela,06:23,1"
"Kenya,niedziela,08:02,1"
"Kenya,niedziela,08:47,1"
"Kenya,niedziela,06:46,1"
"Kenya,niedziela,08:34,1"
"Kenya,niedziela,08:52,1"
"Kenya,niedziela,08:11,1"
"Kenya,niedziela,09:36,3"
"Kenya,piatek,18:14,2"
"Kenya,niedziela,13:04,1"
"Kenya,niedziela,03:30,1"
"Kenya,niedziela,08:54,1"
"Kenya,niedziela,07:56,1"
"Kenya,niedziela,08:40,1"
"Kenya,niedziela,09:08,2"
"Kenya,niedziela,02:37,1"
"Kenya,niedziela,09:47,1"
"Kenya,czwartek,22:11,1"
"Kenya,czwartek,23:49,1"
"Kenya,sroda,09:32,1"
"Kenya,poniedzialek,15:26,2"
"Kenya,niedziela,10:42,1"
"Kenya,wtorek,15:03,1"
"Kenya,sroda,22:18,1"
"Kenya,czwartek,21:25,1"
"Kenya,czwartek,22:42,1"
"Kenya,czwartek,12:55,2"
"Kenya,niedziela,17:11,1"
"Kenya,poniedzialek,23:22,1"
"Kenya,sroda,14:30,1"
"Kenya,niedziela,01:51,2"
"Kenya,sobota,00:10,1"
"Kenya,niedziela,01:44,1"
"Kenya,niedziela,07:07,1"
"Kenya,niedziela,01:44,1"
"Kenya,niedziela,06:35,1"
"Kenya,niedziela,07:17,1"
"Kenya,niedziela,02:22,1"
"Kenya,niedziela,01:44,1"
"Kenya,niedziela,06:44,1"
"Kenya,niedziela,03:55,1"
"Kenya,poniedzialek,02:56,1"
"Kenya,niedziela,03:36,1"
"Kenya,niedziela,04:57,2"
"Kenya,sroda,08:11,1"
"Kenya,niedziela,03:49,1"
"Kenya,niedziela,05:56,1"
"Kenya,niedziela,05:32,1"
"Kenya,niedziela,04:17,1"
"Kenya,niedziela,06:44,2"
"Kenya,niedziela,11:56,1"
"Kenya,niedziela,04:15,1"
"Kenya,niedziela,02:16,1"
"Kenya,niedziela,05:19,1"
"Kenya,niedziela,09:44,2"
"Kenya,niedziela,10:40,1"
"Kenya,niedziela,12:55,1"
"Kenya,niedziela,11:39,1"
"Kenya,niedziela,04:17,1"
"Kenya,niedziela,06:03,2"
"Kenya,niedziela,09:18,1"
"Kenya,niedziela,01:44,2"
"Kenya,niedziela,22:29,1"
"Kenya,niedziela,22:44,1"
"Kenya,czwartek,10:14,1"
"Kenya,poniedzialek,13:56,1"
"Kenya,poniedzialek,18:46,1"
"Kenya,poniedzialek,18:43,2"
"Kenya,wtorek,17:11,1"
"Kenya,poniedzialek,18:52,2"
"Kenya,niedziela,08:24,1"
"Kenya,poniedzialek,10:37,1"
"Kenya,poniedzialek,17:00,1"
"Kenya,wtorek,15:08,1"
"Kenya,poniedzialek,13:28,1"
"Kenya,piatek,20:14,1"
"Kenya,sobota,15:53,2"
"Kenya,niedziela,06:22,1"
"Kenya,sobota,19:05,1"
"Kenya,sobota,13:06,1"
"Kenya,sobota,10:55,1"
"Kenya,sobota,14:37,1"
"Kenya,wtorek,17:52,1"
"Kenya,sobota,09:23,1"
"Kenya,sobota,09:47,1"
"Kenya,sobota,10:35,1"
"Kenya,wtorek,21:08,1"
"Kenya,sobota,01:31,1"
"Kenya,niedziela,17:32,1"
"Kenya,poniedzialek,19:32,1"
"Kenya,sroda,23:24,1"
"Kenya,niedziela,10:28,1"
"Kenya,poniedzialek,10:10,1"
"Kenya,poniedzialek,08:43,1"
"Kenya,poniedzialek,09:38,1"
"Kenya,piatek,09:23,1"
"Kenya,niedziela,11:22,1"
"Kenya,niedziela,08:58,1"
"Kenya,poniedzialek,08:22,1"
"Kenya,wtorek,20:58,1"
"Kenya,piatek,06:52,1"
"Kenya,niedziela,08:48,1"
"Kenya,sroda,06:40,1"
"Kenya,wtorek,07:23,1"
"Kenya,niedziela,09:51,1"
"Kenya,wtorek,21:22,1"
"Kenya,sroda,08:28,1"
"Kenya,niedziela,15:38,1"
"Kenya,poniedzialek,08:53,1"
"Kenya,poniedzialek,08:04,1"
"Kenya,czwartek,07:34,1"
"Kenya,czwartek,16:44,1"
"Kenya,sobota,09:31,2"
"Kenya,niedziela,11:28,1"
"Kenya,niedziela,08:10,1"
"Kenya,niedziela,07:31,2"
"Kenya,piatek,15:07,1"
"Kenya,niedziela,07:55,1"
"Kenya,niedziela,08:43,1"
"Kenya,niedziela,08:19,1"
"Kenya,niedziela,06:10,1"
"Kenya,wtorek,18:36,2"
"Kenya,niedziela,18:10,1"
"Kenya,niedziela,08:51,1"
"Kenya,niedziela,08:17,1"
"Kenya,niedziela,18:04,1"
"Kenya,niedziela,07:04,1"
"Kenya,niedziela,23:13,1"
"Kenya,sobota,22:39,1"
"Kenya,niedziela,08:07,1"
"Kenya,poniedzialek,10:13,1"
"Kenya,czwartek,18:28,1"
"Kenya,niedziela,08:55,2"
"Kenya,piatek,18:52,1"
"Kenya,niedziela,07:45,1"
"Kenya,niedziela,19:34,1"
"Kenya,czwartek,10:56,1"
"Kenya,niedziela,14:12,1"
"Kenya,niedziela,11:05,1"
"Kenya,niedziela,09:10,1"
"Kenya,niedziela,14:35,1"
"Kenya,poniedzialek,08:46,1"
"Kenya,piatek,19:51,1"
"Kenya,wtorek,08:20,1"
"Kenya,czwartek,08:09,1"
"Kenya,niedziela,03:11,2"
"Kenya,niedziela,06:17,1"
"Kenya,niedziela,10:10,1"
"Kenya,sroda,18:58,1"
"Kenya,niedziela,08:47,1"
"Kenya,piatek,06:59,1"
"Kenya,niedziela,11:52,1"
"Kenya,niedziela,10:57,1"
"Kenya,niedziela,18:36,1"
"Kenya,niedziela,09:06,1"
"Kenya,niedziela,08:36,1"
"Kenya,niedziela,08:28,1"
"Kenya,poniedzialek,07:13,1"
"Kenya,niedziela,08:13,1"
"Kenya,niedziela,20:31,1"
"Kenya,piatek,19:18,2"
"Kenya,wtorek,11:27,1"
"Kenya,niedziela,09:05,1"
"Kenya,niedziela,10:54,1"
"Kenya,niedziela,09:26,1"
"Kenya,niedziela,09:22,1"
"Kenya,niedziela,11:54,2"
"Kenya,niedziela,11:52,1"
"Kenya,niedziela,13:48,1"
"Kenya,niedziela,02:21,1"
"Kenya,niedziela,12:01,2"
"Kenya,sroda,06:08,1"
"Kenya,czwartek,02:36,2"
"Kenya,niedziela,07:17,1"
"Kenya,niedziela,15:22,1"
"Kenya,niedziela,03:08,1"
"Kenya,niedziela,15:31,1"
"Kenya,poniedzialek,02:36,1"
"Kenya,niedziela,02:27,1"
"Kenya,niedziela,11:48,1"
"Kenya,poniedzialek,09:25,1"
"Kenya,sroda,12:09,1"
"Kenya,wtorek,21:57,1"
"Kenya,czwartek,22:30,1"
"Kenya,niedziela,18:25,2"
"Kenya,niedziela,11:53,1"
"Kenya,niedziela,09:27,1"
"Kenya,piatek,15:51,1"
"Kenya,wtorek,04:41,1"
"Kenya,wtorek,11:44,1"
"Kenya,wtorek,14:52,1"
"Kenya,piatek,06:33,1"
"Kenya,wtorek,03:09,1"
"Kenya,sobota,13:40,1"
"Kenya,wtorek,10:41,1"
"Kenya,sobota,06:16,1"
"Kenya,piatek,03:19,1"
"Kenya,wtorek,09:06,1"
"Kenya,wtorek,15:26,1"
"Kenya,wtorek,06:36,1"
"Kenya,niedziela,06:33,1"
"Kenya,niedziela,07:28,1"
"Kenya,niedziela,07:03,1"
"Kenya,niedziela,06:22,2"
"Kenya,sobota,22:32,1"
"Kenya,niedziela,06:38,1"
"Kenya,niedziela,06:37,1"
"Kenya,niedziela,07:13,1"
"Kenya,niedziela,07:39,2"
"Kenya,niedziela,21:04,1"
"Kenya,niedziela,07:33,1"
"Kenya,niedziela,06:35,2"
"Kenya,niedziela,20:10,1"
"Kenya,niedziela,06:16,1"
"Kenya,niedziela,07:02,1"
"Kenya,niedziela,08:12,1"
"Kenya,niedziela,06:13,1"
"Kenya,sobota,09:22,1"
"Kenya,czwartek,15:22,1"
"Kenya,wtorek,01:10,1"
"Kenya,poniedzialek,11:43,1"
"Kenya,czwartek,13:12,1"
"Kenya,niedziela,23:44,1"
"Kenya,sroda,19:55,1"
"Kenya,niedziela,19:17,2"
"Kenya,niedziela,21:03,1"
"Kenya,czwartek,15:16,1"
"Kenya,niedziela,17:15,2"
"Kenya,niedziela,18:10,1"
"Kenya,sobota,14:53,1"
"Kenya,niedziela,13:00,1"
"Kenya,niedziela,12:09,1"
"Kenya,niedziela,06:49,1"
"Kenya,niedziela,06:26,1"
"Kenya,niedziela,06:11,1"
"Kenya,niedziela,06:08,1"
"Kenya,niedziela,06:10,1"
"Kenya,niedziela,11:07,1"
"Kenya,niedziela,06:40,1"
"Kenya,niedziela,08:32,1"
"Kenya,niedziela,09:38,3"
"Kenya,wtorek,06:18,2"
"Kenya,piatek,15:58,1"
"Kenya,niedziela,07:56,1"
"Kenya,niedziela,08:42,1"
"Kenya,niedziela,10:06,1"
"Kenya,niedziela,11:25,1"
"Kenya,niedziela,02:37,1"
"Kenya,niedziela,10:07,1"
"Kenya,niedziela,17:43,1"
"Kenya,niedziela,08:51,1"
"Kenya,niedziela,18:28,1"
"Kenya,niedziela,09:18,1"
"Kenya,niedziela,10:11,1"
"Kenya,wtorek,22:25,1"
"Kenya,niedziela,10:07,1"
"Kenya,sobota,08:51,1"
"Kenya,niedziela,12:39,3"
"Kenya,niedziela,09:10,2"
"Kenya,niedziela,08:43,1"
"Kenya,niedziela,08:36,1"
"Kenya,niedziela,09:28,1"
"Kenya,poniedzialek,07:32,1"
"Kenya,niedziela,07:53,1"
"Kenya,niedziela,08:06,2"
"Kenya,sobota,21:04,1"
"Kenya,poniedzialek,19:08,1"
"Kenya,niedziela,06:53,2"
"Kenya,niedziela,09:01,1"
"Kenya,niedziela,08:21,1"
"Kenya,niedziela,07:02,1"
"Kenya,niedziela,13:52,1"
"Kenya,niedziela,16:30,1"
"Kenya,niedziela,17:37,1"
"Kenya,poniedzialek,01:41,1"
"Kenya,sobota,22:46,1"
"Kenya,wtorek,22:50,1"
"Kenya,sobota,23:56,1"
"Kenya,sroda,21:39,1"
"Kenya,niedziela,23:37,1"
"Kenya,niedziela,14:53,1"
"Kenya,sroda,01:47,1"
"Kenya,niedziela,16:20,1"
"Kenya,niedziela,23:55,1"
"Kenya,niedziela,18:50,1"
"Kenya,niedziela,14:54,2"
"Kenya,piatek,12:32,1"
"Kenya,niedziela,02:52,1"
"Kenya,niedziela,01:45,2"
"Kenya,niedziela,03:34,1"
"Kenya,niedziela,02:55,1"
"Kenya,niedziela,02:52,1"
"Kenya,niedziela,04:51,2"
"Kenya,niedziela,06:23,1"
"Kenya,niedziela,02:16,1"
"Kenya,niedziela,05:01,1"
"Kenya,niedziela,01:53,1"
"Kenya,sobota,09:17,1"
"Kenya,poniedzialek,00:15,1"
"Kenya,sobota,00:16,1"
"Kenya,czwartek,06:39,1"
"Kenya,sroda,12:05,1"
"Kenya,poniedzialek,01:00,2"
"Kenya,niedziela,10:56,1"
"Kenya,piatek,16:15,1"
"Kenya,wtorek,23:21,1"
"Kenya,niedziela,08:17,1"
"Kenya,niedziela,12:05,1"
"Kenya,niedziela,07:46,2"
"Kenya,niedziela,02:53,1"
"Kenya,niedziela,08:20,2"
"Kenya,niedziela,06:37,1"
"Kenya,niedziela,13:02,1"
"Kenya,niedziela,09:24,1"
"Kenya,niedziela,09:33,1"
"Kenya,piatek,09:19,1"
"Kenya,czwartek,18:52,1"
"Kenya,poniedzialek,08:53,1"
"Kenya,niedziela,22:29,3"
"Kenya,poniedzialek,19:40,2"
"Kenya,czwartek,20:48,1"
"Kenya,niedziela,15:37,1"
"Kenya,piatek,07:50,2"
"Kenya,sobota,11:24,1"
"Kenya,niedziela,19:24,1"
"Kenya,sroda,16:21,2"
"Kenya,niedziela,10:13,1"
"Kenya,poniedzialek,13:26,1"
"Kenya,niedziela,08:31,1"
"Kenya,sobota,11:47,1"
"Kenya,czwartek,18:37,2"
"Kenya,niedziela,09:09,1"
"Kenya,czwartek,21:51,1"
"Kenya,piatek,17:37,1"
"Kenya,piatek,16:25,1"
"Kenya,piatek,19:25,1"
"Kenya,czwartek,23:36,1"
"Kenya,sroda,09:22,1"
"Kenya,sobota,12:45,1"
"Kenya,sroda,07:08,1"
"Kenya,sroda,14:00,1"
"Kenya,sroda,07:39,1"
"Kenya,niedziela,10:46,1"
"Kenya,czwartek,23:06,1"
"Kenya,sobota,15:00,2"
"Kenya,niedziela,06:44,1"
"Kenya,sroda,13:13,1"
"Kenya,sroda,07:55,3"
"Kenya,niedziela,04:54,2"
"Kenya,niedziela,03:52,1"
"Kenya,sroda,13:10,2"
"Kenya,niedziela,08:36,1"
"Kenya,sroda,14:53,2"
"Kenya,niedziela,10:57,1"
"Kenya,niedziela,02:53,1"
"Kenya,niedziela,22:22,1"
"Kenya,niedziela,07:50,1"
"Kenya,niedziela,02:57,1"
"Kenya,niedziela,09:31,1"
"Kenya,niedziela,02:21,1"
"Kenya,niedziela,05:51,1"
"Kenya,niedziela,10:04,1"
"Kenya,poniedzialek,07:53,1"
"Kenya,niedziela,10:19,1"
"Kenya,niedziela,08:29,1"
"Kenya,niedziela,15:49,1"
"Kenya,niedziela,15:49,1"
"Kenya,niedziela,15:28,1"
"Kenya,niedziela,10:18,1"
"Kenya,niedziela,08:35,1"
"Kenya,niedziela,10:39,1"
"Kenya,niedziela,07:49,1"
"Kenya,niedziela,16:09,2"
"Kenya,niedziela,08:12,1"
"Kenya,niedziela,11:25,1"
"Kenya,niedziela,08:26,1"
"Kenya,niedziela,10:48,1"
"Kenya,niedziela,10:51,1"
"Kenya,niedziela,10:33,1"
"Kenya,niedziela,09:01,1"
"Kenya,niedziela,09:03,1"
"Kenya,niedziela,17:50,1"
"Kenya,niedziela,04:15,1"
"Kenya,poniedzialek,16:27,1"
"Kenya,niedziela,09:57,1"
"Kenya,poniedzialek,09:00,1"
"Kenya,niedziela,10:24,1"
"Kenya,niedziela,09:58,2"
"Kenya,niedziela,04:56,1"
"Kenya,poniedzialek,17:36,1"
"Kenya,niedziela,14:16,1"
"Kenya,piatek,20:29,2"
"Kenya,niedziela,10:30,1"
"Kenya,niedziela,13:29,1"
"Kenya,niedziela,10:57,1"
"Kenya,niedziela,06:26,1"
"Kenya,niedziela,11:59,1"
"Kenya,niedziela,04:48,3"
"Kenya,niedziela,08:09,2"
"Kenya,piatek,14:17,1"
"Kenya,niedziela,07:16,1"
"Kenya,niedziela,07:04,1"
"Kenya,niedziela,07:31,1"
"Kenya,poniedzialek,22:05,1"
"Kenya,niedziela,08:03,1"
"Kenya,niedziela,07:11,1"
"Kenya,niedziela,08:17,1"
"Kenya,niedziela,07:13,1"
"Kenya,niedziela,05:57,1"
"Kenya,sobota,02:59,1"
"Kenya,niedziela,05:07,1"
"Kenya,poniedzialek,00:47,1"
"Kenya,czwartek,02:24,2"
"Kenya,niedziela,01:46,1"
"Kenya,poniedzialek,01:20,2"
"Kenya,niedziela,10:50,1"
"Kenya,niedziela,22:42,1"
"Kenya,sobota,08:33,1"
"Kenya,czwartek,01:40,1"
"Kenya,sobota,07:59,1"
"Kenya,czwartek,02:52,1"
"Kenya,sroda,22:32,1"
"Kenya,czwartek,00:21,1"
"Kenya,wtorek,09:02,1"
"Kenya,niedziela,09:29,1"
"Kenya,niedziela,09:49,2"
"Kenya,niedziela,09:08,1"
"Kenya,niedziela,15:18,1"
"Kenya,piatek,09:56,1"
"Kenya,niedziela,10:15,1"
"Kenya,niedziela,10:24,1"
"Kenya,niedziela,10:17,1"
"Kenya,niedziela,09:46,1"
"Kenya,niedziela,11:06,2"
"Kenya,niedziela,06:39,1"
"Kenya,niedziela,10:17,1"
"Kenya,niedziela,09:56,2"
"Kenya,sobota,22:50,1"
"Kenya,niedziela,09:49,1"
"Kenya,niedziela,21:49,1"
"Kenya,poniedzialek,13:08,2"
"Kenya,poniedzialek,17:40,1"
"Kenya,niedziela,13:06,1"
"Kenya,poniedzialek,01:08,1"
"Kenya,niedziela,06:51,2"
"Kenya,sobota,00:07,1"
"Kenya,niedziela,03:23,1"
"Kenya,niedziela,23:31,1"
"Kenya,niedziela,13:12,1"
"Kenya,niedziela,14:35,1"
"Kenya,niedziela,09:18,1"
"Kenya,poniedzialek,02:03,1"
"Kenya,poniedzialek,23:27,1"
"Kenya,wtorek,21:16,1"
"Kenya,poniedzialek,22:11,1"
